tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
114-11660,NE SANDY BLVD,SOUTHBOUND,NE 28TH AVE,OR,MULTNOMAH,97232,45.53368,-122.62578,45.52917,-122.63717,0.633206,28.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114+14889,US-26,WESTBOUND,SE 10TH AVE,OR,MULTNOMAH,97202,45.50133,-122.65498,45.50154,-122.6568,0.089808,159.001,America/Los_Angeles,P1.11,USA,209,3,N,3,71317,2,,4,26,3,1,26,34341,1174,457,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,17171,587,229
114N08311,N INTERSTATE AVE,SOUTHBOUND,N GREELEY AVE,OR,MULTNOMAH,97227,45.54517,-122.6781,45.54483,-122.67775,0.029001,5.0,America/Los_Angeles,P1.11,USA,483,4,N,4,71317,2,,2,,1,1,,8152,485,123,5,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,4076,243,62
114+12106,192ND AVE,NORTHBOUND,SE 15TH ST,WA,CLARK,98607,45.59668,-122.47817,45.61005,-122.47593,0.9476,4.0,America/Los_Angeles,P1.11,USA,1687,4,N,3,71317,2,,4,,1,1,,5143,309,103,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,2572,155,52
114+12105,192ND AVE,NORTHBOUND,SE 34TH ST,WA,CLARK,98683,45.58534,-122.47348,45.59668,-122.47817,0.854927,3.0,America/Los_Angeles,P1.11,USA,1687,4,N,3,71317,2,,4,14,1,1,,5143,309,103,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,2572,155,52
114+12449,N COLUMBIA,WESTBOUND,NE LOMBARD PL,OR,MULTNOMAH,97211,45.57398,-122.63222,45.57721,-122.64699,0.748302,7.0,America/Los_Angeles,P1.11,USA,1789,4,N,3,71317,2,1,4,,1,1,,25179,2468,2047,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12590,1234,1024
114+12448,N COLUMBIA,WESTBOUND,NE 33RD AVE,OR,MULTNOMAH,97218,45.56877,-122.60054,45.57344,-122.62948,1.437486,5.0,America/Los_Angeles,P1.11,USA,1789,4,N,3,71317,2,,4,,1,1,,25179,2468,2047,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12590,1234,1024
114P04399,I-205,NORTHBOUND,I-84/US-30/EXIT 21,OR,MULTNOMAH,97220,45.52455,-122.56518,45.53107,-122.56484,0.450909,30.0,America/Los_Angeles,P1.1,USA,92,1,N,1,71317,6,1,7,205,2,1,205,121449,4310,9338,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,60725,2155,4669
114P04398,I-205,NORTHBOUND,WASHINGTON ST/STARK ST/EXIT 20,OR,MULTNOMAH,97216,45.51468,-122.5653,45.519029987911,-122.56526,0.300505,28.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,,6,205,2,1,205,133910,4734,10285,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,66955,2367,5143
114P04397,I-205,NORTHBOUND,DIVISION ST/EXIT 19,OR,MULTNOMAH,97216,45.50441,-122.56513,45.50816998965,-122.565219999172,0.259857,26.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,1,6,205,2,1,205,148453,4721,11060,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,74227,2361,5530
114P04396,I-205,NORTHBOUND,US-26/POWELL BLVD/EXIT 19,OR,MULTNOMAH,97266,45.49363,-122.56538,45.50198,-122.56517,0.577006,24.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,1,6,205,2,1,205,132856,4375,9972,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,66428,2188,4986
114N11854,SE 34TH ST,WESTBOUND,SE 164TH AVE,WA,CLARK,98683,45.59671,-122.50353,45.59671,-122.50393,0.019334,2.0,America/Los_Angeles,P1.11,USA,1623,4,N,3,71317,6,,4,14,4,1,,10627,742,247,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,5314,371,124
114+12450,N COLUMBIA,WESTBOUND,OR-99E/NE M L KING BLVD,OR,MULTNOMAH,97211,45.57739,-122.64772,45.58112,-122.6613,0.705985,9.0,America/Los_Angeles,P1.11,USA,1789,4,N,3,71317,2,,4,,1,1,,25179,2468,2047,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12590,1234,1024
114P04395,I-205,NORTHBOUND,FOSTER RD/EXIT 17,OR,MULTNOMAH,97266,45.47375,-122.5653,45.48225,-122.56577,0.587623,22.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,1,6,205,2,1,205,128220,4077,9551,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,64110,2039,4776
