tmc,road,direction,intersection,state,county,zip,start_latitude,start_longitude,end_latitude,end_longitude,miles,road_order,timezone_name,type,country,tmclinear,frc,border_set,f_system,urban_code,faciltype,structype,thrulanes,route_numb,route_sign,route_qual,altrtename,aadt,aadt_singl,aadt_combi,nhs,nhs_pct,strhnt_typ,strhnt_pct,truck,isprimary,active_start_date,active_end_date,thrulanes_unidir,aadt_unidir,aadt_singl_unidir,aadt_combi_unidir
114+04403,I-205,NORTHBOUND,AIRPORT WAY/EXIT 24,OR,MULTNOMAH,97220,45.56376,-122.55905,45.56694,-122.55482,0.300181,37.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,1,6,205,2,1,205,61706,2135,4503,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,30853,1068,2252
114+04404,I-205,NORTHBOUND,GLENN JACKSON BRIDGE,OR,MULTNOMAH,97220,45.57444,-122.5461,45.58046999137,-122.543580001269,0.436686,39.0,America/Los_Angeles,P3.2,USA,92,1,N,1,71317,2,1,8,205,2,1,205,130801,4687,6950,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,65401,2344,3475
114-05368,OR-213,SOUTHBOUND,US-26/SE POWELL BLVD,OR,MULTNOMAH,97266,45.50482,-122.57868,45.49741,-122.57874,0.511908,11.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,24949,980,310,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12475,490,155
114-04397,I-205,SOUTHBOUND,DIVISION ST/EXIT 19,OR,MULTNOMAH,97216,45.5146,-122.56564,45.51042,-122.56569,0.28877,24.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,118450,4345,9412,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,59225,2173,4706
114-05365,OR-213,SOUTHBOUND,SE WOODSTOCK BLVD,OR,MULTNOMAH,97266,45.48281,-122.57896,45.47946,-122.57901,0.231444,14.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,17688,978,271,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8844,489,136
114+04405,I-205,NORTHBOUND,WA-14/EXIT 27,WA,CLARK,98683,45.59846,-122.55043,45.60307,-122.55122,0.320859,40.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,1,8,205,2,1,,116582,4197,4908,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,58291,2099,2454
114-11867,39TH AVE,SOUTHBOUND,NE GLISAN ST,OR,MULTNOMAH,97232,45.53291,-122.62295,45.52669,-122.62319,0.431573,3.0,America/Los_Angeles,P1.11,USA,1626,4,N,3,71317,2,1,4,84,1,1,,18652,1031,207,1,100,1,11,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9326,516,104
114+05979,OR-43,NORTHBOUND,I-5,OR,MULTNOMAH,97239,45.4936,-122.67297,45.49501,-122.67295,0.097412,12.0,America/Los_Angeles,P1.11,USA,288,3,N,3,71317,1,,2,43,4,1,43,13807,293,155,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,13807,293,155
114+04406,I-205,NORTHBOUND,MILL PLAIN RD/EXIT 28,WA,CLARK,98683,45.61166,-122.55267,45.61543,-122.5551,0.28871,42.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,,7,205,2,1,,98257,3537,4137,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,49129,1769,2069
114-04399,I-205,SOUTHBOUND,I-84/US-30/EXIT 21,OR,MULTNOMAH,97220,45.54098,-122.56271,45.53512,-122.5643,0.412173,20.0,America/Los_Angeles,P1.1,USA,92,1,N,1,71317,6,1,7,205,2,1,,125408,4452,9644,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,62704,2226,4822
114-05366,OR-213,SOUTHBOUND,SE FOSTER RD,OR,MULTNOMAH,97266,45.49027,-122.57882,45.48281,-122.57896,0.515416,13.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,19416,1074,298,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9708,537,149
114+05972,US-26,WESTBOUND,NW EASTMAN PKWY,OR,MULTNOMAH,97030,45.49787,-122.41394,45.49713,-122.43826,1.186619,151.0,America/Los_Angeles,P1.11,USA,209,4,N,3,71317,2,,4,26,3,1,,21731,2278,533,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10866,1139,267
114-05363,OR-213,SOUTHBOUND,SE SUNNYSIDE RD/SE HARMONY RD,OR,CLACKAMAS,97086,45.45144,-122.5791,45.43257,-122.57927,1.303948,19.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,25394,1405,390,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12697,703,195
114-04394,I-205,SOUTHBOUND,JOHNSON CREEK BLVD/EXIT 16,OR,MULTNOMAH,97266,45.47431,-122.56578,45.46,-122.57212,1.065167,30.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,6,205,2,1,,121637,4098,9269,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,60819,2049,4635
114-05364,OR-213,SOUTHBOUND,SE DUKE ST,OR,MULTNOMAH,97266,45.47946,-122.57901,45.47587,-122.57908,0.248028,15.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,17769,984,274,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,8885,492,137
114-04393,I-205,SOUTHBOUND,SE SUNNYBROOK BLVD/EXIT 14,OR,CLACKAMAS,97086,45.45298,-122.57314,45.43712,-122.56781,1.126041,32.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,6,213,4,1,,88494,2867,6935,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,44247,1434,3468
114+04400,I-205,NORTHBOUND,I-84/US-30/EXIT 22,OR,MULTNOMAH,97220,45.53107,-122.56484,45.54223,-122.56173,0.786266,31.0,America/Los_Angeles,P1.1,USA,92,1,N,1,71317,2,1,7,205,2,1,205,125408,4452,9644,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,62704,2226,4822
114+05973,US-26,WESTBOUND,SE 162ND AVE,OR,MULTNOMAH,97236,45.49037,-122.47555,45.4948,-122.49672,1.070534,153.0,America/Los_Angeles,P1.11,USA,209,4,N,3,71317,2,,2,26,3,1,26,18002,499,402,1,65,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,9001,250,201
114P04515,I-405,NORTHBOUND,I-5 (PORTLAND) (NORTH),OR,MULTNOMAH,97227,45.54096,-122.67928,45.54264,-122.6773,0.150494,18.0,America/Los_Angeles,P1.1,USA,97,2,N,1,71317,4,1,1,405,1,1,,63787,3928,6400,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,63787,3928,6400
114+04401,I-205,NORTHBOUND,US-30 BUS/SANDY BLVD/EXIT 23,OR,MULTNOMAH,97220,45.55027,-122.56183,45.55464,-122.56656,0.384136,33.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,,7,205,2,1,205,136669,5207,11280,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,68335,2604,5640
114-04396,I-205,SOUTHBOUND,US-26/POWELL BLVD/EXIT 19,OR,MULTNOMAH,97266,45.49899,-122.56554,45.49845,-122.56555,0.037306,26.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,136930,4586,10352,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,68465,2293,5176
114P04514,I-405,NORTHBOUND,FREMONT BRIDGE,OR,MULTNOMAH,97209,45.5356,-122.68583,45.54025,-122.68013,0.42341,16.0,America/Los_Angeles,P3.2,USA,97,2,N,1,71317,2,1,6,405,2,1,405,101643,4533,6729,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,50822,2267,3365
114+04402,I-205,NORTHBOUND,US-30 BUS/COLUMBIA BLVD/EXIT 23,OR,MULTNOMAH,97220,45.55834,-122.56586,45.56017,-122.56381,0.161231,35.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,,7,205,2,1,205,133146,5207,11280,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,66573,2604,5640
114-04395,I-205,SOUTHBOUND,FOSTER RD/EXIT 17,OR,MULTNOMAH,97266,45.4938,-122.56569,45.48275,-122.56613,0.764515,28.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,6,1,7,205,2,1,,128334,4312,9711,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3.5,64167,2156,4856
114P12123,NE FAIRVIEW PKY,NORTHBOUND,I-84/US-30 BYP,OR,MULTNOMAH,97024,45.53887,-122.4489,45.5406,-122.44954,0.123707,4.0,America/Los_Angeles,P1.3,USA,1691,4,N,3,71317,2,1,3,,1,1,,11515,487,1720,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1.5,5758,244,860
114P12124,NE FAIRVIEW PKY,NORTHBOUND,US-30 BYP/NE SANDY BLVD,OR,MULTNOMAH,97024,45.54389,-122.44949,45.54407,-122.44948,0.012444,6.0,America/Los_Angeles,P1.11,USA,1691,4,N,3,71317,2,,2,,1,1,,6819,377,75,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,3410,189,38
114-12724,HALSEY ST,WESTBOUND,NE 148TH AVE,OR,MULTNOMAH,97230,45.53426,-122.49584,45.53368,-122.50902,0.645103,9.0,America/Los_Angeles,P1.11,USA,1862,4,N,3,71317,2,,4,,1,1,,15847,876,173,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,7924,438,87
114-12723,HALSEY ST,WESTBOUND,NE 122ND AVE,OR,MULTNOMAH,97230,45.53368,-122.50902,45.53357,-122.53764,1.385148,10.0,America/Los_Angeles,P1.11,USA,1862,4,N,3,71317,2,,4,,1,1,,23392,1607,405,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11696,804,203
114P12121,NE FAIRVIEW PKY,NORTHBOUND,NE GLISAN ST,OR,MULTNOMAH,97024,45.52783,-122.44251,45.52876,-122.4425,0.064247,1.0,America/Los_Angeles,P1.11,USA,1691,4,N,3,71317,2,1,4,,1,1,,22262,545,655,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11131,273,328
114P12363,BURNSIDE,WESTBOUND,BURNSIDE BRIDGE,OR,MULTNOMAH,97214,45.52301,-122.66512,45.5231,-122.67022,0.246937,19.0,America/Los_Angeles,P3.2,USA,468,4,N,3,71317,2,1,5,,1,1,,21631,1679,1062,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,10816,840,531
114+12130,223RD AVE,NORTHBOUND,NE GLISAN ST,OR,MULTNOMAH,97024,45.51908,-122.43381,45.52784,-122.4336,0.605237,2.0,America/Los_Angeles,P1.11,USA,1693,4,N,3,71317,2,,4,,1,1,,26821,1483,297,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,13411,742,149
114N05377,OR-213,SOUTHBOUND,NE ALDERWOOD RD,OR,MULTNOMAH,97220,45.57594,-122.57769,45.5757,-122.57769,0.016579,1.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,,1,1,,23084,1482,683,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11542,741,342
114+12255,SE BELMONT ST,EASTBOUND,OR-99E/SE GRAND AVE,OR,MULTNOMAH,97214,45.51655,-122.66482,45.51653,-122.66277,0.099248,1.0,America/Los_Angeles,P1.11,USA,1732,5,N,1,71317,4,,1,,1,1,,11109,,,1,49,1,100,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,11109,,
114N11929,NE 82ND AVE,SOUTHBOUND,NE AIRPORT WAY,OR,MULTNOMAH,97220,45.58045,-122.57067,45.58027,-122.57312,0.154054,1.0,America/Los_Angeles,P1.11,USA,1641,4,N,3,71317,2,,4,,1,1,,22090,1405,669,2,32,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11045,703,335
114N05376,OR-213,SOUTHBOUND,NE COLUMBIA BLVD,OR,MULTNOMAH,97220,45.56806,-122.57768,45.56464,-122.57767,0.236255,3.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,6,1,2,213,4,1,213,17768,697,221,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,8884,349,111
114N04490,I-84,WESTBOUND,102ND AVE/EXIT 9,OR,MULTNOMAH,97220,45.54577,-122.5578,45.54325,-122.55943,0.192482,380.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,4,1,1,84,1,1,84,8932,1537,3039,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,8932,1537,3039
114+05980,OR-99E,NORTHBOUND,I-5 (PORTLAND) (SOUTH),OR,MULTNOMAH,97214,45.51509,-122.66078,45.51653,-122.66075,0.099489,64.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,1,,4,99,4,1,99E,13571,729,1037,1,99,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,13571,729,1037
114N04492,I-84,WESTBOUND,122ND AVE/EXIT 10,OR,MULTNOMAH,97230,45.54573,-122.5328,45.546589997583,-122.537389987279,0.22987,377.0,America/Los_Angeles,P1.3,USA,95,1,N,1,71317,6,1,6,84,2,1,84,94934,2945,8154,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,47467,1473,4077
114N04491,I-84,WESTBOUND,I-84/US-30/EXIT 9,OR,MULTNOMAH,97220,45.54761,-122.54874,45.54755,-122.55424,0.269134,379.001,America/Los_Angeles,P1.1,USA,95,2,N,1,71317,6,1,6,84,2,1,84,98910,3173,6871,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,49455,1587,3436
114+07924,OR-99W,NORTHBOUND,OR-10/SW CAPITOL HWY,OR,MULTNOMAH,97219,45.47108,-122.68556,45.48067,-122.68027,0.898762,49.0,America/Los_Angeles,P1.11,USA,218,4,N,3,71317,2,1,4,10,1,1,10,18060,459,221,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,9030,230,111
114+07926,OR-99W,NORTHBOUND,US-26/SW KELLY AVE/SW ARTHUR ST,OR,MULTNOMAH,97239,45.49542,-122.67766,45.49937,-122.67773,0.273774,52.0,America/Los_Angeles,P1.11,USA,218,4,N,3,71317,6,2,5,10,4,1,,25165,643,316,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,12583,322,158
114+07925,OR-99W,NORTHBOUND,SW BARBUR BLVD,OR,MULTNOMAH,97239,45.48237,-122.68059,45.49542,-122.67766,1.070733,51.0,America/Los_Angeles,P1.11,USA,218,4,N,3,71317,2,2,5,10,4,1,10,26981,690,338,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,13491,345,169
114P12177,NE AIRPORT WAY,WESTBOUND,NE 82ND AVE,OR,MULTNOMAH,97220,45.58045,-122.57067,45.58125,-122.57269,0.112217,7.0,America/Los_Angeles,P1.11,USA,1709,5,N,3,71317,2,,6,,1,1,,48531,3023,917,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,24266,1512,459
114+04407,I-205,NORTHBOUND,WA-500/NE 30TH CIR/EXIT 30,WA,CLARK,98684,45.62783,-122.5592,45.65097,-122.56654,1.642642,44.0,America/Los_Angeles,P1.3,USA,92,1,N,1,71317,2,1,6,205,2,1,,85831,3090,3613,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,42916,1545,1807
114P15201,3,US-30 WESTBOUND,,OR,MULTNOMAH,97209,45.53144,-122.6869,45.53559,-122.69155,0.395475,1.0,America/Los_Angeles,P4.0,USA,15200,3,N,2,71317,2,1,8,30,3,1,30,69346,3883,4459,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,34673,1942,2230
114P12175,NE AIRPORT WAY,WESTBOUND,I-205,OR,MULTNOMAH,97220,45.57048,-122.54866,45.57422,-122.55526,0.410688,3.0,America/Los_Angeles,P1.3,USA,1709,4,N,1,71317,6,1,3,,1,1,,19414,821,667,2,100,1,100,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1.5,9707,411,334
114P12176,NE AIRPORT WAY,WESTBOUND,NE MT HOOD AVE,OR,MULTNOMAH,97220,45.57557,-122.55812,45.57787,-122.56408,0.329086,5.0,America/Los_Angeles,P1.11,USA,1709,4,N,3,71317,2,,6,,1,1,,51369,3151,967,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,25685,1576,484
114N04494,I-84,WESTBOUND,207TH AVE/EXIT 14,OR,MULTNOMAH,97024,45.53995,-122.44286,45.5394,-122.44852,0.276955,373.0,America/Los_Angeles,P1.3,USA,95,1,N,1,71317,6,1,6,84,2,1,,71094,2654,6997,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,35547,1327,3499
114N04493,I-84,WESTBOUND,181ST AVE/EXIT 13,OR,MULTNOMAH,97230,45.54108,-122.47022,45.54245,-122.4838,0.665249,375.0,America/Los_Angeles,P1.3,USA,95,1,N,1,71317,2,1,6,84,2,1,84,90746,2870,7191,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,45373,1435,3596
114N04495,I-84,WESTBOUND,238TH DR/EXIT 16,OR,MULTNOMAH,97060,45.54141,-122.41351,45.54046,-122.4251,0.587942,371.0,America/Los_Angeles,P1.3,USA,95,1,N,1,71317,6,1,6,84,2,1,84,63142,2333,5982,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,31571,1167,2991
114P07924,OR-99W,NORTHBOUND,OR-10/SW CAPITOL HWY,OR,MULTNOMAH,97239,45.48067,-122.68027,45.48237,-122.68059,0.118454,50.0,America/Los_Angeles,P1.11,USA,218,4,N,3,71317,2,,4,10,4,1,10,25492,653,321,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12746,327,161
114P07926,OR-99W,NORTHBOUND,US-26/SW KELLY AVE/SW ARTHUR ST,OR,MULTNOMAH,97201,45.49937,-122.67773,45.50265,-122.67777,0.226654,53.0,America/Los_Angeles,P1.11,USA,218,4,N,3,71317,6,2,5,10,4,1,,26276,672,330,1,19,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,13138,336,165
114P05980,OR-99E,NORTHBOUND,I-5 (PORTLAND) (SOUTH),OR,MULTNOMAH,97214,45.51653,-122.66075,45.51723,-122.66075,0.048356,65.0,America/Los_Angeles,P1.11,USA,285,3,N,3,71317,1,,4,99,4,1,99E,13571,729,1037,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,4,13571,729,1037
114-11928,NE 82ND AVE,SOUTHBOUND,NE ALDERWOOD RD,OR,MULTNOMAH,97220,45.58027,-122.57312,45.5763,-122.5777,0.375439,2.0,America/Los_Angeles,P1.11,USA,1641,4,N,3,71317,2,,4,,1,1,,22090,1405,669,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11045,703,335
114P13036,MILL PLAIN BLVD,WESTBOUND,I-205,WA,CLARK,98684,45.62104,-122.55645,45.621,-122.56205,0.27061,4.0,America/Los_Angeles,P1.3,USA,1956,4,N,3,71317,6,1,6,205,2,1,,43154,2008,1004,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,21577,1004,502
114P14006,,I-405/STADIUM FWY NORTHBOUND,,OR,MULTNOMAH,97201,45.50181,-122.67358,45.5055,-122.67672,0.331192,1.0,America/Los_Angeles,P4.0,USA,14005,2,N,1,71317,6,1,6,405,4,1,405,74250,2396,5314,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,37125,1198,2657
114P13038,MILL PLAIN BLVD,WESTBOUND,N ANDRESEN RD,WA,CLARK,98661,45.62681,-122.60163,45.62684,-122.60179,0.008003,7.0,America/Los_Angeles,P1.11,USA,,,,,,,,,,,,,,,,,,,,,,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,,,,
114N07535,US-30-BYP,WESTBOUND,NE 122ND AVE,OR,MULTNOMAH,97230,45.55699,-122.5362,45.55728,-122.53822,0.099784,7.0,America/Los_Angeles,P1.11,USA,385,4,N,3,71317,2,1,2,30,3,4,30BY,15425,1846,457,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,7713,923,229
114N07534,US-30-BYP,WESTBOUND,I-205,OR,MULTNOMAH,97220,45.55978,-122.56141,45.5615,-122.5656,0.235998,10.0,America/Los_Angeles,P1.11,USA,385,3,N,3,71317,2,1,4,30,3,4,30BY,33777,1742,692,2,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,16889,871,346
114N07533,US-30-BYP,WESTBOUND,OR-213/NE 82ND AVE,OR,MULTNOMAH,97220,45.56267,-122.5769,45.56267,-122.57851,0.077867,12.0,America/Los_Angeles,P1.11,USA,385,3,N,3,71317,2,1,4,30,3,4,30BY,27348,1410,560,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,13674,705,280
114N07531,US-30-BYP,WESTBOUND,NE 33RD AVE,OR,MULTNOMAH,97211,45.57229,-122.62964,45.57248,-122.63063,0.04964,15.0,America/Los_Angeles,P1.11,USA,385,3,N,3,71317,2,,4,30,3,4,30BY,21942,1132,450,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,10971,566,225
114N05351,OR-43,SOUTHBOUND,SW TAYLORS FERRY RD/SW MILES ST,OR,MULTNOMAH,97219,45.47263,-122.67149,45.471,-122.6717,0.113239,8.0,America/Los_Angeles,P1.11,USA,288,3,N,3,71317,2,,5,43,4,1,43,19894,421,222,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2.5,9947,211,111
114N05352,OR-43,SOUTHBOUND,SW HOOD AVE/SW BANCROFT ST,OR,MULTNOMAH,97239,45.49286,-122.6736,45.49184,-122.67299,0.077436,6.0,America/Los_Angeles,P1.11,USA,288,3,N,3,71317,1,,1,43,4,1,43,12302,282,148,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,1,12302,282,148
114P04447,I-5,NORTHBOUND,CORBETT AVE/EXIT 298,OR,MULTNOMAH,97239,45.48749,-122.67833,45.48903,-122.67628,0.145532,1083.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,2,,6,5,2,1,5,113008,3243,10623,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,56504,1622,5312
114P04686,WA-14,WESTBOUND,192ND AVE/EXIT 10,WA,CLARK,98683,45.58435,-122.46836,45.585519998287,-122.478089987436,0.477352,19.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,6,1,4,14,4,1,,36350,1151,674,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,18175,576,337
114+05886,OR-213,NORTHBOUND,SE OTTY RD,OR,CLACKAMAS,97086,45.43257,-122.57927,45.45144,-122.5791,1.303948,30.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,25394,1405,390,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,12697,703,195
114P04448,I-5,NORTHBOUND,OR-43/MACADAM AVE/EXIT 299,OR,MULTNOMAH,97239,45.49286,-122.6736,45.49349,-122.67349,0.043847,1085.0,America/Los_Angeles,P1.3,USA,94,2,N,1,71317,2,1,6,5,2,1,5,108200,3145,10182,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,54100,1573,5091
114+05887,OR-213,NORTHBOUND,SE JOHNSON CREEK BLVD,OR,CLACKAMAS,97086,45.45144,-122.5791,45.45659,-122.57913,0.355821,31.0,America/Los_Angeles,P1.11,USA,113,4,N,3,71317,2,,4,213,4,1,213,23920,1324,367,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,11960,662,184
114N05209,WA-14,EASTBOUND,NW 6TH AVE,WA,CLARK,98607,45.58024,-122.43533,45.580530003249,-122.428250011191,0.352624,16.0,America/Los_Angeles,P1.11,USA,90,3,N,2,71317,2,1,4,14,4,1,,36339,1149,674,1,100,,,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,2,18170,575,337
114+12063,164TH AVE,NORTHBOUND,SE 15TH ST,WA,CLARK,98683,45.59309,-122.50389,45.61017,-122.50411,1.180173,2.0,America/Los_Angeles,P1.11,USA,1676,4,N,3,71317,2,,6,,1,1,,30704,1227,613,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,15352,614,307
114N04479,I-84,WESTBOUND,LLOYD BLVD/NE 1ST AVE/EXIT 1,OR,MULTNOMAH,97232,45.52991,-122.64761,45.528520003979,-122.653569985409,0.304633,400.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,,142398,5510,6855,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,71199,2755,3428
114+12064,164TH AVE,NORTHBOUND,NE 162ND AVE,WA,CLARK,98684,45.61017,-122.50411,45.62486,-122.50512,1.02212,3.0,America/Los_Angeles,P1.11,USA,1676,4,N,3,71317,2,,6,,1,1,,22942,962,480,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,11471,481,240
114+13035,MILL PLAIN BLVD,WESTBOUND,SE 136TH AVE,WA,CLARK,98684,45.61547,-122.50431,45.61863,-122.53269,1.388681,2.0,America/Los_Angeles,P1.11,USA,1956,4,N,3,71317,6,,6,,1,1,,19753,919,460,1,100,,,,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,9877,460,230
114N04478,I-84,WESTBOUND,OR-99E/PACIFIC HWY/GRAND AVE,OR,MULTNOMAH,97232,45.52635,-122.65918,45.52577,-122.66039,0.070982,402.0,America/Los_Angeles,P1.3,USA,95,2,N,1,71317,6,1,6,84,2,1,,133664,3839,5103,1,100,1,100,1,1,2022-01-01 00:00:00-05:00,2023-01-01 00:00:00-05:00,3,66832,1920,2552
